id	version	visible	sec1970	pos1	pos2	amenity_type	name
305561617	2	true	1315942092	50.451122	30.5251093	atm	
305562403	5	true	1414969377	50.4551057	30.524194	public_building	Бюро технічної інветаризфції
305563079	6	true	1452952027	50.4465754	30.5231487	fast_food	Здоровенькі були
305632144	4	true	1397048968	50.4248463	30.502359	hospital	Клiнiчна лiкарня нафтопереробної промисловостi
305632195	4	true	1315932489	50.4228155	30.4824653	bank	ПравексБанк
305632384	4	true	1338909476	50.4198447	30.4980573	hospital	Національний Інститут серцево-судинної хірургії ім. М. М. Амосова
305641068	5	true	1397035775	50.4208236	30.5009329	hospital	Національний інститут фтизіатрії і пульмонології ім. Ф.Г. Яновського
305641141	6	true	1348586791	50.4184729	30.5101932	place_of_worship	
305912063	2	true	1315932325	50.4100136	30.6393587	hospital	st. Pantelejmon\'s
305912310	8	true	1446047198	50.4018503	30.6362514	restaurant	Лакки Лучано
306006448	4	true	1421047242	50.4402894	30.4911187	fast_food	Челентано
306006449	4	true	1395919653	50.4404533	30.4907939	fast_food	Дрова
306006450	3	true	1338721524	50.4404969	30.4908261	fast_food	Смачна Картопля
306006455	5	true	1424105658	50.4411757	30.4992268	cafe	Кофе хауз
306006456	7	true	1473813173	50.4414615	30.4998379	post_office	Київ 32
306006460	5	true	1431967164	50.4347491	30.5061909	restaurant	Тюбетейка
306006462	6	true	1457600420	50.4338509	30.508647	restaurant	Sam\'s
306006468	6	true	1469438874	50.4361936	30.5091611	cafe	Vidverto
306006483	7	true	1471705301	50.427577	30.51547	restaurant	Кувшин
306006485	5	true	1440696681	50.4254261	30.5174587	post_office	Укрпошта
306006490	3	true	1323700049	50.4255355	30.5360509	restaurant	Бабене
306016790	8	true	1476608129	50.4863776	30.5194076	cinema	Планета Кіно IMAX
306118706	4	true	1320488702	50.4489799	30.460627	fountain	
306337506	5	true	1401698143	50.4550511	30.6153564	pharmacy	Космо
306524501	3	true	1286973913	50.4361209	30.555012	arts_centre	Центр пам\'яткознавства
306524503	5	true	1369687857	50.4367297	30.557556	place_of_worship	Малярна вежа
306524505	2	true	1286973941	50.4357901	30.5544553	fountain	
306524585	4	true	1353144512	50.4353714	30.5581871	fountain	
306524591	9	true	1385233661	50.4348287	30.5575485	grave_yard	могила П. Столипіна
306530275	2	true	1262219268	50.4366088	30.5456622	restaurant	Зоряний
306530276	6	true	1475742891	50.4330993	30.5455179	restaurant	Graine de Moutarde
306530278	5	true	1335368704	50.4319127	30.5453465	bank	VAB
306530651	8	true	1462469572	50.4305105	30.5568194	restaurant	Царське село
308676132	5	true	1361893247	50.4015329	30.6364417	atm	Райффайзен Банк Аваль
308848319	3	true	1361892501	50.4023377	30.6338235	restaurant	Галина
308848449	3	true	1232801263	50.4015609	30.6363856	atm	ПриватБанк
308935477	4	true	1361894168	50.4108159	30.6331517	pharmacy	Наша Аптека
309471556	5	true	1461184208	50.4153788	30.546678	bank	
310101459	3	true	1468579263	50.4027086	30.6336332	atm	
310101464	3	true	1459702191	50.4060596	30.6409046	atm	Райффайзен Банк Аваль
310101500	2	true	1232801263	50.4015748	30.6363537	atm	Фінанси та Кредит
310101507	2	true	1232801263	50.4015462	30.6364139	atm	Індекс Банк
312636581	3	true	1446927786	50.4758063	30.6197869	fuel	AMIC
312860853	5	true	1428392035	50.4939935	30.4974106	fuel	ТНК
312869294	4	true	1473940117	50.5015332	30.4909575	fire_station	
313281720	6	true	1477379696	50.4809466	30.6168905	fuel	Shell
314240612	5	true	1430744562	50.4318795	30.4717331	parking	
319986396	5	true	1476728050	50.4255266	30.4747779	cafe	Смажений Кабанчик
320917538	4	true	1424105840	50.4369069	30.490304	pharmacy	Пані Аптека
322847323	3	true	1395831449	50.4228967	30.4693984	cafe	Чердак
323149079	5	true	1338395714	50.436785	30.533454	fast_food	СупХаус
330536668	6	true	1446379919	50.3986805	30.6188742	clinic	Крапля Роси
330536670	5	true	1361970503	50.3988677	30.6185366	pharmacy	ДЦ
331366842	14	true	1472328594	50.4371772	30.5331154	cafe	Віденські булочки
331817894	4	true	1253604956	50.4377288	30.5354902	atm	Райффайзен Банк Аваль
332241365	5	true	1472328594	50.4370832	30.5335279	restaurant	Кловський
332316016	6	true	1413971078	50.4378478	30.5382387	bank	Правекс Банк
332316059	2	true	1331049235	50.4322764	30.5443551	restaurant	Izumi
332316072	5	true	1435877743	50.4308592	30.5427215	bank	Райффайзен Банк Аваль
332490716	1	true	1232145634	50.4293659	30.5402732	bank	OTP Банк
332490792	2	true	1359714270	50.4302919	30.5395611	bank	Райффайзен Банк Аваль
332490809	2	true	1471989718	50.4305196	30.5391368	atm	Райффайзен Банк Аваль
332490816	2	true	1232353975	50.4302694	30.5385873	public_building	Державний комітет ядерного регулювання України
332490817	2	true	1232353975	50.4300648	30.5383693	fast_food	Два Гуся
332527988	3	true	1423820758	50.4298744	30.5392148	hospital	Міський пологовий будинок №1
333701149	1	true	1232383126	50.4149771	30.6566487	hospital	Дитяча поліклініка №1 Дарницького району
334169332	4	true	1362534312	50.4328984	30.5413624	atm	Надра Банк
334169336	4	true	1362534302	50.4328538	30.5415585	atm	ПриватБанк
334484624	6	true	1397933163	50.4109842	30.5254056	library	Науково-технічна бібліотека
334484912	6	true	1457085541	50.4134494	30.525627	bank	Сбербанк Росії
335520433	10	true	1458060225	50.5084871	30.506434	restaurant	Pesto Cafe
335520435	5	true	1409068285	50.5100361	30.5062304	atm	Експобанк
335520451	5	true	1473940090	50.508091	30.5062651	bank	UniCredit Bank
335520455	7	true	1473940086	50.5114138	30.5044734	atm	OTPbank
335520456	7	true	1473940111	50.5114206	30.504173	bank	Укринбанк
335520458	8	true	1473940079	50.5114211	30.5050759	restaurant	Argentina Grill
335705019	2	true	1358492427	50.4143961	30.6569293	cinema	Промінь
335705021	3	true	1424531889	50.4169437	30.6540971	kindergarten	Дитсадок №248 «Журавлик»
335705027	9	true	1453423980	50.4073005	30.6669663	post_office	ВПЗ Київ 121
335716545	2	true	1255550810	50.4066728	30.669476	school	Ліцей \"Інтелект\"
335716547	1	true	1232728946	50.4043004	30.6465599	police	РУ МВС Дарницького району
335716549	1	true	1232728946	50.4047741	30.643892	kindergarten	№20
335894546	2	true	1468579263	50.402473	30.6344093	atm	
338900106	7	true	1425489658	50.4510925	30.5216453	fast_food	McDonald\'s
338900909	3	true	1303472066	50.4507447	30.5206438	cafe	Каффа
340885010	2	true	1315932540	50.4260665	30.4919516	pharmacy	Фалбі
341006256	6	true	1428392838	50.3982985	30.4897905	fuel	БРСМ-Нафта
343675078	12	true	1463512744	50.4396364	30.5179887	cinema	Київ
344424156	5	true	1315942818	50.3678469	30.4589321	toilets	
344424175	6	true	1360165111	50.3680878	30.4577306	cafe	
344424217	9	true	1472226062	50.3676642	30.4578816	cinema	Лінія кіно
344651018	6	true	1469997272	50.4399605	30.5172016	pub	OldBar
345644982	3	true	1315942833	50.4042055	30.5490736	parking	
345837219	2	true	1315942836	50.4768133	30.4965931	car_wash	
346462694	6	true	1428501836	50.5968028	30.5651865	fuel	WOG
346466116	2	true	1315932379	50.4196386	30.5367688	library	Дитяча бібліотека
346466119	2	true	1315942851	50.4193732	30.5370695	parking	
346473056	5	true	1391347953	50.4153522	30.464827	pub	Фрау Мюллер
351376006	4	true	1443074930	50.4198376	30.5400312	restaurant	Корчма \"Хліб і сіль\"
353704974	7	true	1473390294	50.4180611	30.5221521	bar	Hooligans
354734900	3	true	1428391677	50.4712178	30.4611205	fuel	Shell
354739270	2	true	1302133984	50.5088484	30.4384756	parking	
355018106	2	true	1361893258	50.401305	30.6366535	bank	Індекс Банк
355018107	2	true	1445711986	50.4021134	30.6360237	telephone	
355018124	2	true	1236116980	50.4054778	30.6387837	post_box	
355018125	1	true	1236036355	50.4054474	30.6387545	telephone	
355018134	2	true	1361895293	50.408207	30.6397448	bureau_de_change	
355023119	5	true	1408989768	50.5052984	30.45184	pharmacy	Аптека низьких цін
355023130	5	true	1374078565	50.5050652	30.4518726	bank	ПриватБанк
355033875	2	true	1315942913	50.4162551	30.5322153	parking	
356490240	3	true	1409112357	50.4863576	30.4718914	pub	Вудді
359537572	7	true	1316378946	50.3959943	30.5023474	dentist	Oleta
359537573	6	true	1407320637	50.3966597	30.5048919	fast_food	Domino\'s Pizza
359537811	5	true	1420198683	50.3972655	30.5070698	bank	ПУМБ
359544508	16	true	1441028980	50.4422905	30.5225114	fast_food	Пузата Хата
359915697	1	true	1236948616	50.4315428	30.5397949	restaurant	Марані
366134159	12	true	1460013977	50.4299759	30.5374458	theatre	Новий театр на Печерську
370246301	2	true	1299357912	50.4153369	30.6690483	drinking_water	
371200771	4	true	1415752296	50.4163679	30.6499137	atm	
371503279	6	true	1459882456	50.4469278	30.4900978	restaurant	Чайник
373252534	4	true	1453794818	50.4456289	30.4216274	post_office	
373776025	5	true	1453424477	50.4228205	30.4805162	post_office	ВПЗ Київ 110
373776240	2	true	1334260775	50.4260482	30.4723921	cafe	
373776287	4	true	1423433491	50.4250191	30.4711165	cafe	
375470484	14	true	1453424551	50.3874571	30.4920858	post_office	ВПЗ Київ 127
375470700	5	true	1409738178	50.3873546	30.4918245	cafe	Café des fleurs
375489355	5	true	1402574121	50.3959158	30.5013401	car_wash	
377059657	3	true	1417297714	50.4260856	30.6616342	pharmacy	
377664745	9	true	1459697739	50.4010699	30.6172168	restaurant	Кушавель
380583145	2	true	1420215744	50.4509019	30.5099706	cafe	Кофе Хауз
380590191	5	true	1447616713	50.4504969	30.5104551	restaurant	Mon Cher
380595538	4	true	1421597204	50.4500522	30.5110077	atm	
380596169	6	true	1432330926	50.4503887	30.5110552	bank	UniCredit Bank
380599950	3	true	1421597204	50.4493908	30.5121549	post_box	
384732234	6	true	1413205625	50.4358224	30.5096105	bank	Промінвестбанк
384741938	8	true	1431466293	50.4359844	30.5419383	hospital	ДИЯ
384741940	3	true	1255942407	50.4366423	30.5405926	bank	
384741941	4	true	1335355799	50.4372273	30.5389948	bank	КредитПромБанк
384741942	2	true	1335355802	50.4372473	30.5388841	pharmacy	
384741943	21	true	1474658519	50.4381298	30.5377514	dentist	32 Перлини
384741950	1	true	1240667486	50.4428819	30.5388879	parking	
384741987	3	true	1437039100	50.4442208	30.5356155	post_box	
384742650	4	true	1462952762	50.400227	30.6281682	bank	Артем Банк
384743592	5	true	1474787127	50.4521216	30.5088123	pharmacy	Аптека
384743639	3	true	1396811986	50.4512517	30.509969	restaurant	Mille Miglia
384743695	2	true	1325187112	50.4513137	30.5098905	restaurant	Bistro Cote Est
384743760	1	true	1240668318	50.4004604	30.624266	pharmacy	Фармавит
384747278	8	true	1386148625	50.4488836	30.5155021	pub	Сундук
384748174	4	true	1384466304	50.4015639	30.6237875	bank	ПриватБанк
384748386	5	true	1423126070	50.4009924	30.6239801	cafe	Пиццерия
384748600	5	true	1391842401	50.402134	30.6235032	bank	Піреус Банк
384748628	4	true	1384466304	50.4021975	30.6233289	bank	IngBank
384748735	3	true	1443098139	50.4024714	30.6219476	bank	Правекс
384748965	3	true	1384466304	50.4022104	30.6229751	pharmacy	
384749998	6	true	1414342839	50.4484349	30.5153927	place_of_worship	Храм Св. Марії Магдалини
384751300	2	true	1374840830	50.455567	30.5169785	cafe	Coffee House
384758174	5	true	1420814303	50.4364131	30.5138904	library	Бібліотека для дітей імені Василя Симоненка
384758175	3	true	1391860872	50.4371152	30.5134556	bank	УкрСиббанк
384758180	2	true	1421181921	50.43852	30.5133807	bank	ING Bank
384758181	8	true	1453573640	50.439655	30.5140926	pharmacy	Watsons
384758182	4	true	1392020794	50.4398927	30.5146462	bank	Діамантбанк
384758183	3	true	1392020794	50.4398756	30.5147884	bank	Credit Europe Bank
384758184	5	true	1461915422	50.439579	30.5146015	fast_food	Pizza Lola
384759618	4	true	1450344165	50.4389634	30.5140104	restaurant	Bruce Lee
384761216	3	true	1471260598	50.43945	30.5156522	pub	Пиво Бар
384761230	11	true	1459894116	50.4380674	30.5158235	restaurant	Oliva
384761231	14	true	1459894116	50.4374789	30.5158182	fast_food	Пузата Хата
384761232	7	true	1424966178	50.4371057	30.5163636	bank	Укргазбанк
384795380	5	true	1442174062	50.4050702	30.5202528	post_office	Відділення №39
385075701	10	true	1429119127	50.4369157	30.5158084	bar	Klaipeda
385075702	9	true	1439796775	50.436526	30.5157433	cafe	Корица
385075704	3	true	1367167214	50.4361031	30.5165097	pub	Дороти
385075705	4	true	1438274868	50.4361287	30.5169917	bank	UniCredit Bank
385078062	5	true	1457684032	50.4397248	30.5213693	bar	Par Bar
385078064	7	true	1426250675	50.4400237	30.5220252	restaurant	Хінкалі
385664543	2	true	1437039099	50.4428849	30.5347392	studio	
385664719	4	true	1349255674	50.4443132	30.5331083	bank	UniCredit Bank
385672342	4	true	1476731972	50.4409469	30.5086202	restaurant	Марио
385672489	1	true	1240817505	50.4389064	30.5072709	cafe	Печера Стейк
385672524	1	true	1240817506	50.4382718	30.5067238	atm	
385672535	3	true	1474658521	50.4387645	30.5063175	bank	Старокиївський
385672588	2	true	1426412256	50.438633	30.5058433	post_box	
385672794	3	true	1424595908	50.4405462	30.5081176	post_box	
385672795	1	true	1240817510	50.4412103	30.5048425	bench	
385672796	1	true	1240817510	50.4409555	30.5047518	bench	
385672811	2	true	1351759339	50.4411207	30.5038015	cafe	News
385672812	1	true	1240817510	50.4411407	30.5043767	hospital	Стедли
385672891	5	true	1425931156	50.4358868	30.5090642	cafe	Шоколадница
385945559	3	true	1465714104	50.439307	30.5109546	telephone	
385949059	2	true	1464257132	50.4405232	30.5058909	bench	
385975732	3	true	1465714659	50.4404543	30.5091554	bank	Правекс Банк
385975986	3	true	1459252729	50.4369305	30.5058259	restaurant	Da Mario
385975991	3	true	1391844198	50.4364354	30.5057199	bank	Ощадбанк
385975994	3	true	1425632042	50.4362772	30.5061925	bank	Universal Bank
385976020	6	true	1473813261	50.4365564	30.5069435	post_office	Київ 33
385976044	5	true	1429201213	50.4363993	30.5079229	pharmacy	Ян
385976080	7	true	1471449790	50.4363321	30.5084289	bank	Піреус Банк
385976083	5	true	1458329747	50.436193	30.5069905	bank	ПриватБанк
386028692	5	true	1391844202	50.4720942	30.6238786	bank	Ощадбанк
387936137	4	true	1453592226	50.5058961	30.4393178	post_office	Укрпошта
391262388	2	true	1271606074	50.4070657	30.6279687	pharmacy	
391362438	2	true	1422862093	50.4491956	30.5093784	library	Бібліотека ім. А.Міцкевича
391364775	1	true	1241618326	50.44925	30.508782	public_building	Перше кредитне товариство
391377181	3	true	1420215744	50.4510635	30.5098129	telephone	
392294500	5	true	1443098139	50.4031689	30.6240343	bank	Дельта Банк
392294904	2	true	1320609123	50.4026095	30.6265086	bank	Надра
392295126	2	true	1320609123	50.4024488	30.6267876	bank	КредитПром
392295130	4	true	1362432687	50.4023736	30.6271684	pharmacy	
392295883	4	true	1391860871	50.4026543	30.6284631	bank	УкрСиббанк
392296452	1	true	1241791956	50.4030646	30.6300252	bank	ПУМБ
392296623	1	true	1241792069	50.4031247	30.6303342	restaurant	Княжий Затон
409790257	3	true	1428391677	50.3840818	30.5527243	fuel	Shell
411303461	2	true	1243339858	50.4663784	30.5089795	restaurant	Петрович
412065725	10	true	1423816640	50.436341	30.538841	post_box	
412842422	2	true	1243789298	50.4989534	30.5796318	bank	
412842423	1	true	1243696567	50.4995922	30.5780195	bank	
412842426	8	true	1362431724	50.4974922	30.5761097	fast_food	McDonald\'s
412844864	5	true	1428316673	50.4959158	30.5759302	fuel	Укртатнафта
413048607	5	true	1374161352	50.3982563	30.6423579	bank	ПриватБанк
413412880	3	true	1397890834	50.4537331	30.4474599	toilets	
413425413	4	true	1361894513	50.3977283	30.6386184	cafe	Buondi
414661344	4	true	1361892371	50.3960568	30.6320124	cinema	Лінія Кіно
415141142	1	true	1243986442	50.435666	30.4581563	dentist	Медістар
415141143	3	true	1470509462	50.4354927	30.458266	pharmacy	ТАС
415141144	3	true	1470509572	50.4361851	30.4584946	pharmacy	Фармалайф
415141145	3	true	1415436791	50.4368611	30.4596991	theatre	Дивний Замок
415794815	1	true	1244150396	50.4496699	30.4499725	pub	Барви
416132224	3	true	1358173017	50.4534926	30.598875	cinema	Мультиплекс
416132227	4	true	1360525212	50.4533363	30.5982694	atm	
416132229	6	true	1444068738	50.4533545	30.5985781	atm	
416132231	8	true	1444069753	50.453292	30.5986603	atm	Raiffeisen Bank Aval
416132235	7	true	1444069752	50.4533212	30.5986431	atm	
416132237	5	true	1444068738	50.453261	30.5986703	bureau_de_change	
417801206	8	true	1315943023	50.365204	30.5562326	post_office	
417801233	1	true	1244542765	50.3291562	30.4531155	cafe	
420438906	2	true	1407703753	50.4323613	30.4560912	bank	Укргазбанк
426887419	7	true	1475518085	50.4477348	30.4938533	restaurant	Евразия
426887421	2	true	1436447727	50.4482728	30.4933624	atm	
426903601	4	true	1428387196	50.4432208	30.3879793	fuel	ANP
427144079	4	true	1468423176	50.4675838	30.510578	pharmacy	Аптека низких цен
427158240	1	true	1245536620	50.4677706	30.5108417	dentist	Аванто
427159590	2	true	1451028460	50.4218107	30.5446716	pharmacy	TAS
427159693	3	true	1450251517	50.419542	30.5396972	pharmacy	Аптека №106
427595693	2	true	1316197314	50.4469035	30.4945773	bank	Фінанси та Кредит
427595700	2	true	1319034977	50.4460328	30.4950287	bank	БМ Банк
427595738	2	true	1424034331	50.4491513	30.4933644	nightclub	Sorry, бабцю!
427595930	2	true	1261496909	50.4556102	30.5061693	fast_food	Дрова
427595939	6	true	1421668799	50.4553924	30.5075077	atm	
427595944	4	true	1421668799	50.4556424	30.5075937	theatre	Актор
427595945	4	true	1421668799	50.4555048	30.5075471	restaurant	ТургенеФ
427635047	1	true	1245603156	50.4846477	30.6394551	restaurant	Таті
427638900	4	true	1315430913	50.4823588	30.6313913	pharmacy	Країна зроров\'я
427638901	5	true	1440622430	50.4857981	30.6326534	pharmacy	Аптека №63
427638914	2	true	1315430913	50.4823719	30.6314389	cafe	Казка
427669641	1	true	1245607792	50.4826532	30.6321942	atm	
427669642	1	true	1245607793	50.482673	30.6329868	bureau_de_change	
427669643	3	true	1473812981	50.4846442	30.6396235	atm	
427673963	3	true	1468423176	50.4267331	30.5387881	bank	Райффайзен Банк Аваль
427673964	4	true	1462955904	50.4271519	30.5378019	bank	Восток
428625791	10	true	1395904592	50.4495146	30.5204668	restaurant	Citrus
428628512	4	true	1374078588	50.4571524	30.5051287	atm	
428628655	3	true	1323250707	50.4556953	30.5043476	atm	
428628675	5	true	1413349977	50.4558647	30.5047417	pharmacy	Фармація
428767001	8	true	1408648221	50.3941017	30.4943347	cafe	Гавань
428902709	10	true	1435920054	50.4507807	30.5216748	restaurant	Сушия
429341563	4	true	1392575718	50.4516002	30.522665	pub	24h
429461908	1	true	1246014334	50.4993658	30.5896096	pharmacy	Фалби
429461909	2	true	1424115868	50.5009763	30.5857644	pharmacy	Наша Аптека
429461912	2	true	1246014724	50.5011019	30.5857043	atm	ПриватБанк
429461914	3	true	1375539418	50.5006269	30.5788722	atm	
429463836	1	true	1246014724	50.498869	30.577662	atm	УкрСибБанк
429464047	7	true	1332276324	50.4980192	30.576708	pharmacy	Виталюкс
429466030	6	true	1419589033	50.49763	30.577424	bank	БрокБізнесБанк
429466376	6	true	1332276324	50.4979045	30.5773604	fast_food	Пиццерия «Везувио»
429474353	4	true	1332276326	50.4981433	30.5767117	fast_food	Суши-бар «Фуджи-суши»
429480561	3	true	1424115868	50.4934377	30.5779303	pharmacy	Наша Аптека
429480562	3	true	1286465280	50.4934635	30.5766207	bank	Проминвестбанк, АКБ
429480565	2	true	1246898060	50.4933431	30.5765091	atm	Дельта Банк
429766355	3	true	1444038387	50.4928922	30.5897187	fuel	Formula
429766356	4	true	1428501834	50.4948922	30.5860307	fuel	WOG
429849028	6	true	1419589033	50.4974066	30.5767107	atm	БрокБізнесБанк
429850528	2	true	1291108894	50.4992241	30.5785517	recycling	
429852778	1	true	1246120605	50.497824	30.5766747	toilets	
429903673	6	true	1409738178	50.4025225	30.5171275	cafe	Malena
431350101	4	true	1414856778	50.5034812	30.5854797	bank	УкрСиббанк
431350102	1	true	1246400388	50.5031482	30.5865182	atm	УкрСибБанк
431350780	3	true	1362432076	50.5029135	30.589754	pharmacy	Аптека №179
431350781	5	true	1374078588	50.5075385	30.5878348	atm	
431350917	2	true	1296310939	50.5021001	30.5941486	bank	Правекс-банк
435108280	3	true	1473940096	50.5013151	30.5184982	cafe	Волконский Кейзер
435246463	1	true	1246891942	50.5018508	30.4577708	parking	
435377569	4	true	1414856777	50.4933889	30.5782396	bank	Ощадбанк
436353332	6	true	1473940102	50.5091802	30.5129875	cafe	Меланж
436353344	6	true	1473940097	50.5087503	30.5129875	cafe	Дакота
436369089	7	true	1449860133	50.3974871	30.6377283	fast_food	Пузата Хата
436760423	2	true	1299879388	50.4112015	30.4095768	pharmacy	Аптека доброго дня
436763485	1	true	1247020014	50.4085136	30.4040238	pharmacy	
438416776	4	true	1434071628	50.4486817	30.6022624	atm	
438416780	2	true	1363455436	50.4490149	30.6008697	restaurant	Paprika
439733880	1	true	1247254978	50.5000224	30.5789324	waste_disposal	
439748970	1	true	1247255722	50.4921055	30.5889832	fuel	
440291043	1	true	1247338614	50.3972883	30.6437019	atm	
440291044	1	true	1247338614	50.3972856	30.6437582	atm	
440630243	1	true	1247391585	50.4565084	30.4978287	pharmacy	
440630271	2	true	1330803651	50.4564492	30.4972412	restaurant	Кушавель
